EID	massfeature_rows	str_row_ion	compounds	compound_names
E53	row260	row260_M+H[1+]	C00329	D-Glucosamine
E57	row279;row300	row279_M+H[1+];row300_M(C13)+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E58	row280;row301	row280_M+H[1+];row301_M(C13)+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E59	row279	row279_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E60	row280	row280_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E61	row282	row282_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E63	row283	row283_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E64	row522	row522_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E68	row316;row317;row318	row316_M+Na[1+];row317_M+Na[1+];row318_M+Na[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E70	row339;row340	row339_M+H[1+];row340_M+H[1+]	C11821	5-Hydroxyisourate
E72	row1014;row342	row1014_M+HCOONa[1+];row342_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E74	row354	row354_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E75	row364	row364_M+Na[1+]	C00791	
E76	row383;row410	row383_M+H[1+];row410_M(C13)+H[1+]	C00631;C00197	D-Glycerate 2-phosphate$3-Phospho-D-glycerate
E80	row422	row422_M+Na[1+]	C00438	N-Carbamoyl-L-aspartate
E81	row424	row424_M+H[1+]	C05585;C00156	Gentisate aldehyde$4-Hydroxybenzoate
E82	row453;row469	row453_M+H[1+];row469_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E85	row454	row454_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E89	row480	row480_M+H[1+]	C03722	Quinolinate
E90	row481	row481_M+H[1+]	C03722	Quinolinate
E93	row527;row549	row527_M+H[1+];row549_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan
E96	row549	row549_M+H[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E97	row565	row565_M+Na[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E99	row586	row586_M+H[1+]	C02470	Xanthurenic acid
E100	row598	row598_M+H[1+]	C02985	L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate
E102	row610	row610_M+Na[1+]	C00331	Indolepyruvate; Indolepyruvic acid; (Indol-3-yl)pyruvate; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate
E103	row611	row611_M+Na[1+]	C00331	Indolepyruvate; Indolepyruvic acid; (Indol-3-yl)pyruvate; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate
E105	row630	row630_M+H[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E109	row644	row644_M+H[1+]	C11736;C12739	5-Fluorodeoxyuridine; Floxuridine$5'-Deoxy-5-fluorouridine; Doxifluridine
E114	row671;row672	row671_M+Na[1+];row672_M+Na[1+]	C01029;C00612	$N1-Acetylspermidine
E116	row700	row700_M+H[1+]	C00526	Deoxyuridine
E121	row710	row710_M+H[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E122	row755	row755_M+Na[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E127	row740	row740_M+H[1+]	C05648	5-Hydroxy-N-formylkynurenine; 5-Hydroxy-N-formyl-L-kynurenine
E131	row772	row772_M+Na[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E132	row773	row773_M+Na[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E137	row1148;row811;row812;row813	row1148_M+HCOONa[1+];row811_M+Na[1+];row812_M+Na[1+];row813_M+Na[1+]	C03150	N-Ribosylnicotinamide
E142	row849	row849_M+Na[1+]	C00670	sn-Glycero-3-phosphocholine
E144	row853	row853_M+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E147	row898	row898_M+Na[1+]	C04582;C04188	5-Methylthio-5-deoxy-D-ribulose 1-phosphate$5-Methylthio-5-deoxy-D-ribose 1-phosphate
E149	row902;row945	row902_M+Na[1+];row945_M+H[1+]	CE5868	N-acetyl-seryl-aspartate
E150	row946	row946_M+H[1+]	CE5868	N-acetyl-seryl-aspartate
E153	row919;row937	row919_M+H[1+];row937_M(C13)+H[1+]	C00387	Guanosine
E155	row1028;row1055	row1028_M+H[1+];row1055_M(C13)+H[1+]	C14762;C14826;C14825	13(S)-HODE; (13S)-Hydroxyoctadecadienoic acid; (9Z, 11E)-(13S)-13-Hydroxyoctadeca-9,11-dienoic acid$12(13)-EpOME; (12R,13S)-(9Z)-12,13-Epoxyoctadecenoic acid$9(10)-EpOME; (9R,10S)-(12Z)-9,10-Epoxyoctadecenoic acid
E156	row1044	row1044_M+Na[1+]	C00214	Thymidine
E159	row1076	row1076_M+Na[1+]	C00170	5-Methylthioadenosine
E161	row1100	row1100_M+Na[1+]	C00294	Inosine
E163	row1109	row1109_M+Na[1+]	C01449	Queuine; Base Q
E166	row1147	row1147_M+Na[1+]	C16265	N-Acetylgalactosamine 4-sulfate
E170	row1239	row1239_M+Na[1+]	C00575	cAMP
E171	row1240	row1240_M+Na[1+]	C00575	cAMP
E176	row1300;row1326	row1300_M+H[1+];row1326_M(C13)+H[1+]	C01169	S-Succinyldihydrolipoamide
E177	row1308	row1308_M+H[1+]	C06196	2'-Deoxyinosine 5'-phosphate; dIMP
E178	row1309	row1309_M+H[1+]	C06196	2'-Deoxyinosine 5'-phosphate; dIMP
E180	row1334	row1334_M+Na[1+]	C06350	
E181	row1335	row1335_M+Na[1+]	C06350	
E185	row1351;row1352	row1351_M+Na[1+];row1352_M+Na[1+]	C00455	NMN
E189	row1409;row1410	row1409_M+Na[1+];row1410_M+Na[1+]	C06604	Parathion; O,O-Diethyl O-p-nitrophenyl phosphorothioate; Thiophos; DNTP
E191	row1405;row1422	row1405_M+H[1+];row1422_M(C13)+H[1+]	C01185	Nicotinate D-ribonucleotide
E192	row1411;row1626	row1411_M+H[1+];row1626_M+HCOONa[1+]	C00705	dCDP
E195	row1477	row1477_M+Na[1+]	C00447	Sedoheptulose 1,7-bisphosphate
E196	row1560	row1560_M+H[1+]	C00447	Sedoheptulose 1,7-bisphosphate
E197	row1478;row1479;row1480	row1478_M+Na[1+];row1479_M+Na[1+];row1480_M+Na[1+]	C00447	Sedoheptulose 1,7-bisphosphate
E198	row1521;row1807;row1808;row1809	row1521_M+H[1+];row1807_M+HCOONa[1+];row1808_M+HCOONa[1+];row1809_M+HCOONa[1+]	C04734	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
E202	row1552	row1552_M+Na[1+]	C00020;C00362	AMP$dGMP
E204	row1561	row1561_M+Na[1+]	C00130	IMP
E209	row1656;row1657	row1656_M+Na[1+];row1657_M+Na[1+]	C16577	Codeine-6-glucuronide
E217	row1985;row1986	row1985_M[1+];row1986_M+H[1+]	C02191	Protoporphyrin; Protoporphyrin IX; Porphyrinogen IX
E218	row2014	row2014_M+H[1+]	C01260	P1,P4-Bis(5'-adenosyl) tetraphosphate; AppppA
