EID	massfeature_rows	str_row_ion	compounds	compound_names
E70	row231	row231_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E71	row232	row232_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E74	row244;row249	row244_M+H[1+];row249_M(C13)+H[1+]	C00380	Cytosine
E78	row254	row254_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E80	row255	row255_M+H[1+]	C00791	
E82	row259;row386	row259_M+Na[1+];row386_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E86	row271	row271_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E88	row297	row297_M+H[1+]	C00637	Indole-3-acetaldehyde
E89	row313	row313_M+H[1+]	C05829	
E90	row317	row317_M+Na[1+]	C01259	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
E93	row335	row335_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E94	row341;row342;row364	row341_M+H[1+];row342_M+H[1+];row364_M(C13)+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E95	row343	row343_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E96	row361;row371	row361_M+H[1+];row371_M(C13)+H[1+]	C00153	Nicotinamide
E99	row382	row382_M+H[1+]	C00245	Taurine
E100	row386	row386_M+Na[1+]	C02076	sedoheptulose
E101	row390	row390_M+Na[1+]	C00093	Glycerol 3-phosphate
E104	row416	row416_M+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E106	row421;row446	row421_M+H[1+];row446_M(C13)+H[1+]	CE5860	
E107	row422;row447;row448;row961	row422_M+H[1+];row447_M(C13)+H[1+];row448_M(C13)+H[1+];row961_M+Na[1+]	CE5860	
E108	row442	row442_M+Na[1+]	C00062;C00792	L-Arginine$D-Arginine; D-2-Amino-5-guanidinovaleric acid
E111	row464	row464_M+Na[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E112	row465	row465_M+H[1+]	C04692	Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; 2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine; EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; Elongation factor 2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine
E114	row480	row480_M+H[1+]	C00268;C02953;C04244	6,7-Dihydrobiopterin$7,8-Dihydrobiopterin$6-Lactoyl-5,6,7,8-tetrahydropterin
E115	row466;row467	row466_M+H[1+];row467_M+H[1+]	C07501	Felbamate
E119	row471;row472	row471_M+H[1+];row472_M+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E120	row475	row475_M+Na[1+]	C00831	Pantetheine; (R)-Pantetheine
E125	row501	row501_M+H[1+]	C00836	Sphinganine
E126	row507;row840;row841	row507_M+Na[1+];row840_M+HCOONa[1+];row841_M+HCOONa[1+]	CE5820	histidyl-prolinamide
E127	row514;row911	row514_M+H[1+];row911_M+Na[1+]	CE5795	neuromedin B (1-3)
E128	row519	row519_M+H[1+]	C06114	gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile
E131	row532	row532_M+Na[1+]	CE5588	deoxyhypusine
E133	row560;row752;row784	row560_M+Na[1+];row752_M+H[1+];row784_M(C13)+H[1+]	C00387	Guanosine
E135	row1117;row574;row603	row1117_M+Na[1+];row574_M+H[1+];row603_M(C13)+H[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E138	row1853;row1854	row1853_M+H[1+];row1854_M(C13)+H[1+]	C00127	Oxidized glutathione
E139	row592	row592_M+Na[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E140	row593	row593_M+Na[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E143	row1137;row603	row1137_M+Na[1+];row603_M+H[1+]	C00120	Biotin; D-Biotin; Vitamin H; Coenzyme R
E144	row612	row612_M+H[1+]	C02567	N1-Acetylspermine
E145	row613	row613_M+Na[1+]	C03838	N1-(5-Phospho-D-ribosyl)glycinamide
E146	row632	row632_M+H[1+]	CE1787	1-deoxy-1-(N6-lysino)-D-fructose
E148	row688;row689	row688_M+H[1+];row689_M+H[1+]	C05695	gamma-Glutamyl-Se-methylselenocysteine; 5-L-Glutamyl-Se-methylselenocysteine
E149	row688;row689	row688_M+Na[1+];row689_M+Na[1+]	C06222;C00281	Sedoheptulose 1-phosphate; altro-Heptulose 1-phosphate$Sedoheptulose 7-phosphate; altro-Heptulose 7-phosphate
E153	row725	row725_M+Na[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E154	row726	row726_M+Na[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine
E155	row735	row735_M+Na[1+]	C07646	Carboxyphosphamide; Carboxycyclophosphamide
E157	row740	row740_M+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E158	row745	row745_M+H[1+]	C01031	S-Formylglutathione
E159	row766;row788	row766_M+H[1+];row788_M(C13)+H[1+]	C00669	gamma-L-Glutamyl-L-cysteine
E167	row914	row914_M+Na[1+]	C00364	dTMP
E174	row905	row905_M+H[1+]	C00105;C01368	UMP$3'-UMP; Uridine 3'-monophosphate; Uridine 3'-phosphate
E175	row906;row912	row906_M+H[1+];row912_M(C13)+H[1+]	C00105;C01368	UMP$3'-UMP; Uridine 3'-monophosphate; Uridine 3'-phosphate
E184	row954	row954_M+Na[1+]	C02355	2',3'-Cyclic UMP
E187	row987	row987_M+H[1+]	C00130	IMP
E188	row995	row995_M+H[1+]	C00170	5-Methylthioadenosine
E189	row996	row996_M+Na[1+]	CE5922	
E193	row1092;row1106	row1092_M[1+];row1106_M+H[1+]	C04555	3beta-Hydroxyandrost-5-en-17-one 3-sulfate; Dehydroepiandrosterone sulfate
E195	row1091	row1091_M+H[1+]	tststerones	testosterone sulfate
E196	row1092	row1092_M+H[1+]	tststerones	testosterone sulfate
E197	row1093	row1093_M+H[1+]	tststerones	testosterone sulfate
E201	row1108	row1108_M+H[1+]	C01137	S-Adenosylmethioninamine
E202	row1130;row1254	row1130_M+Na[1+];row1254_M+H[1+]	C03451	(R)-S-Lactoylglutathione
E203	row1255	row1255_M+H[1+]	C03451	(R)-S-Lactoylglutathione
E207	row1147	row1147_M+Na[1+]	CE7114;CE2053;CE5138;CE5661;CE7115;CE7113;CE7112;CE7088	$20-oxo-leukotriene B4$12-oxo-20-hydroxy-leukotriene B4$15-oxo-lipoxin A4$20-hydroxy-leukotriene B5$15-epi-lipoxin B5$15-epi-lipoxin A5$PGH3
E208	row1150;row1151	row1150_M+H[1+];row1151_M+H[1+]	C00363	dTDP
E211	row1166;row1167	row1166_M+H[1+];row1167_M+H[1+]	C00015	UDP
E212	row1182	row1182_M+Na[1+]	C14864;C14865	S-(2-Chloroacetyl)glutathione$2-(S-Glutathionyl)acetyl chloride
E214	row1184;row1314	row1184_M+Na[1+];row1314_M+H[1+]	mn;C00611	beta-1,4-mannose-N-acetylglucosamine$N-Acetyllactosamine; beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine
E215	row1315	row1315_M+H[1+]	mn;C00611	beta-1,4-mannose-N-acetylglucosamine$N-Acetyllactosamine; beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine
E216	row1186;row1200	row1186_M[1+];row1200_M+H[1+]	C01060	3,5-Diiodo-L-tyrosine
E219	row1209	row1209_M+Na[1+]	C14774;C14775;C14772;C14773	11,12-DHET$14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid$5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid$8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid
E223	row1224	row1224_M+Na[1+]	C01344	dIDP; 2'-Deoxyinosine-5'-diphosphate; 2'-Deoxyinosine 5'-diphosphate
E228	row1288	row1288_M+H[1+]	C00504	Folate
E229	row1299	row1299_M+H[1+]	C00035	GDP
E230	row1334	row1334_M+H[1+]	C00021	S-Adenosyl-L-homocysteine
E233	row1385	row1385_M+Na[1+]	c226crn	cervonyl carnitine
E235	row1400	row1400_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E237	row1444	row1444_M+H[1+]	C11173	SN-38
E240	row1480	row1480_M+H[1+]	C04230	Lysophosphatidylcholine
E241	row1505	row1505_M+H[1+]	C04317	1-Alkyl-2-lyso-sn-glycero-3-phosphocholine
E243	row1519	row1519_M+Na[1+]	tmndnccrn	Timnodonyl carnitine
E244	row1522	row1522_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E246	row1538	row1538_M+H[1+]	CE2872;CE2866	3',5'-diiodo-L-thyronine$3,3'-diiodo-L-thyronine
E250	row1703;row1710;row1806	row1703_M+H[1+];row1710_M(C13)+H[1+];row1806_M+Na[1+]	C00882	Dephospho-CoA
E251	row1711;row1719;row1764	row1711_M+H[1+];row1719_M(C13)+H[1+];row1764_M+Na[1+]	C00016	Flavin adenine dinucleotide oxidized
E252	row1783	row1783_M+Na[1+]	C00167	UDP-D-glucuronate
E253	row1856;row1860	row1856_M+H[1+];row1860_M(C13)+H[1+]	C00128	CMP-N-acetylneuraminate
