EID	massfeature_rows	str_row_ion	compounds	compound_names
E131	row687	row687_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E134	row707	row707_M+H[1+]	C16633	5-Fluorouridine
E135	row712	row712_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E136	row713	row713_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E139	row2107	row2107_M+Na[1+]	C00721;C00492;strch2;C05404;C01835	Dextrin$Raffinose$starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})$D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose; D-Gal-alpha1->6D-Gal-alpha1->6D-Glucose; Manninotriose$Maltotriose; Amylotriose
E142	row738	row738_M+Na[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E144	row757	row757_M+Na[1+]	C00299	Uridine
E146	row772;row773	row772_M+Na[1+];row773_M+Na[1+]	CE2153	
E147	row772;row773;row797;row798	row772_M+H[1+];row773_M+H[1+];row797_M(C13)+H[1+];row798_M(C13)+H[1+]	CE2176	3-O-methyldopa
E148	row795	row795_M+H[1+]	C00294	Inosine
E150	row797;row798	row797_M+Na[1+];row798_M+Na[1+]	C05933	N-(omega)-Hydroxyarginine
E151	row814	row814_M+H[1+]	C02693	Indole-3-acetamide
E152	row1194;row1234;row815	row1194_M+H[1+];row1234_M(C13)+H[1+];row815_M+Na[1+]	C00387	Guanosine
E153	row826	row826_M+Na[1+]	C01762	Xanthosine
E157	row836	row836_M+Na[1+]	C05839	cis-beta-D-Glucosyl-2-hydroxycinnamate; beta-D-Glucosyl-2-coumarinate
E161	row883	row883_M+Na[1+]	C00559;C05198	Deoxyadenosine$5'-Deoxyadenosine
E163	row936;row937	row936_M+Na[1+];row937_M+Na[1+]	CE5820	histidyl-prolinamide
E164	row1356;row964	row1356_M+H[1+];row964_M+Na[1+]	C01225	sn-glycero-3-Phospho-1-inositol; 1-(sn-glycero-3-Phospho)-1D-myo-inositol
E169	row1035	row1035_M+Na[1+]	C14864;C14865	S-(2-Chloroacetyl)glutathione$2-(S-Glutathionyl)acetyl chloride
E171	row1048	row1048_M+Na[1+]	C14774;C14775;C14772;C14773	11,12-DHET$14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid$5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid$8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid
E172	row1398	row1398_M+Na[1+]	CE6229	13E-tetranor-16-carboxy-LTE4
E174	row1105;row1120	row1105_M+H[1+];row1120_M(C13)+H[1+]	C00105;C01368	UMP$3'-UMP; Uridine 3'-monophosphate; Uridine 3'-phosphate
E176	row1108	row1108_M+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E179	row1265	row1265_M+Na[1+]	CE7114;CE2053;CE5138;CE5661;CE7115;CE7113;CE7112;CE7088	$20-oxo-leukotriene B4$12-oxo-20-hydroxy-leukotriene B4$15-oxo-lipoxin A4$20-hydroxy-leukotriene B5$15-epi-lipoxin B5$15-epi-lipoxin A5$PGH3
E180	row1293	row1293_M+H[1+]	C06350	
E183	row1391	row1391_M+H[1+]	C01060	3,5-Diiodo-L-tyrosine
E184	row1441;row1442	row1441_M+H[1+];row1442_M+H[1+]	C05107;CE2321	7-Dehydrodesmosterol$cholesta-5,7,24-trien-3beta-ol
E187	row1467;row1468	row1467_M+H[1+];row1468_M+H[1+]	C03033	beta-D-Glucuronoside; Acceptor beta-D-glucuronoside; Glucuronide; beta-D-Glucuronide
E192	row1540;row1561	row1540_M+H[1+];row1561_M(C13)+H[1+]	C00170	5-Methylthioadenosine
E197	row1606	row1606_M+H[1+]	C01081	Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP
E204	row1753	row1753_M+Na[1+]	CE6466;CE6467;CE6465;CE6462;CE6463;CE6460;CE6461;CE6459;CE6458;CE6457;CE6455;CE6454;CE6453;CE6452;CE6456;CE6464	$$$$$$$$$$$$$$$
E206	row1821	row1821_M+H[1+]	C00307	CDPcholine
E207	row1870	row1870_M+Na[1+]	c226crn	cervonyl carnitine
E208	row1885	row1885_M+Na[1+]	dcsptn1crn;clpndcrn	docosa-4,7,10,13,16-pentaenoyl carnitine$clupanodonyl carnitine
E209	row1904	row1904_M+H[1+]	C05463;C05465	Taurodeoxycholate$Taurochenodeoxycholate; Chenodeoxycholoyltaurine
E210	row1914;row1915	row1914_M+Na[1+];row1915_M+Na[1+]	C14847;C14848	3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene$2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene
E218	row2190	row2190_M+H[1+]	C00760	Cellulose; (1,4-beta-D-Glucosyl)n; (1,4-beta-D-Glucosyl)n+1; (1,4-beta-D-Glucosyl)n-1; 1,4-beta-D-Glucan; Microcrystalline cellulose
E227	row2907;row2908	row2907_M+H[1+];row2908_M+H[1+]	C05668	3-Hydroxypropionyl-CoA; 3-Hydroxypropionyl coenzyme A; 3-Hydroxypropanoyl-CoA; 3-Hydroxypropanoyl coenzymeA
E228	row2909;row2910;row2911	row2909_M+H[1+];row2910_M+H[1+];row2911_M+H[1+]	C05668	3-Hydroxypropionyl-CoA; 3-Hydroxypropionyl coenzyme A; 3-Hydroxypropanoyl-CoA; 3-Hydroxypropanoyl coenzymeA
