massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row301	182.0664	204.9	0.8633449792030293	0.33242111283714837	
row302	182.0703	205.03	0.7428132633137832	0.5937719368014194	
row303	158.0603	25.86	0.003978372722806216	6.03151874147238	
row304	132.0115	165.25	0.009946838399530896	-4.89776234749328	
row305	132.0115	169.87	0.006400592377714262	-5.3901067759375945	
row306	132.0374	192.1	0.0678328029487534	3.03289599992078	
row307	132.0623	35.87	0.3858660189246459	-1.3503879172893773	
row308	132.8389	146.38	0.40393625238551495	-1.295918703953687	
row309	132.9454	201.75	0.05077549506372362	-3.316851978693368	
row310	106.0482	121.53	0.2214221151042479	1.9366689804185626	
row311	158.9045	33.77	0.46202563875871305	-1.1577471283960177	
row312	158.9045	63.33	0.9133869683996589	0.22177359871788146	
row313	158.9045	65.83	0.23893297888345283	1.8652062219017573	
row314	158.9045	67.27	0.9882120516994146	-0.025873508993430824	
row315	158.9045	70.03	0.5247744378374859	1.0300112191468147	
row316	158.9045	74.53	0.2764686315220233	-1.717046561811787	
row317	158.9045	80.17	0.6116294581675595	0.8551771270147988	
row318	158.9045	81.48	0.38210948486829366	1.3590491772228872	
row319	158.9045	83.19	0.6392907548060361	0.800677048065237	
row320	158.9045	84.11	0.3670625513699269	1.411597145437748	
row321	183.0405	191.18	0.07326582705265046	-2.9633278669349066	
row322	183.0405	288.43	0.963838306051635	-0.09156446719611509	
row323	183.0405	293.69	0.2571542320320131	-1.7872341484661427	
row324	183.0463	222.0	0.004651118157678027	5.786456749300378	
row325	107.0491	25.32	0.0003057954413535782	10.42115700303448	
row326	133.0382	192.36	0.726427447597727	0.6254616664426502	
row327	158.9878	201.75	0.021497370860842385	-4.1133673549926675	
row328	158.9933	201.75	0.022560233418569327	-4.068493905104588	
row329	134.0225	85.56	0.9552594852794415	0.11751700630094418	
row330	134.0225	91.86	0.9508704946228828	-0.1319798091681862	
row331	134.0225	93.43	0.966430191399715	-0.08180738909905116	
row332	159.0556	28.09	0.2573976545104347	1.7852871275411237	
row333	184.0585	210.31	0.057698842893205156	3.1833776871247377	C6H13NO4
row334	184.0585	215.17	0.0025745548817522317	6.673354149035832	
row335	184.0585	221.87	0.06700327772323336	3.042718223337854	
row336	159.0848	147.17	0.8405563353761143	-0.3765529557359365	
row337	159.0848	150.32	0.16550104405189137	-2.218655266968269	
row338	159.0848	154.81	0.10963293437031499	-2.591852557674125	
row339	159.0919	156.29	0.15010474618577999	2.300726869643296	C10H12N2
row340	134.0602	115.23	0.13418452292586777	2.4006510036890676	
row341	134.0602	116.28	0.21677261722827865	1.9624597183744563	
row342	134.0602	205.16	0.9959098011289348	-0.007552801564726568	
row343	195.0605	269.53	0.476458704704197	-1.126117535703254	
row344	159.8444	135.06	0.7411091203846466	-0.5969586337595126	
row345	159.8444	149.8	0.9458996577704493	-0.1464744145032053	
row346	159.8778	39.15	0.49382207868931066	1.0889292967121593	
row347	134.8358	146.51	0.6899980268952435	-0.6989846964642289	
row348	134.9426	201.75	0.18513408776580184	-2.103186380889678	
row349	184.8859	151.93	0.9458996577704493	-0.14865470198814598	
row350	195.0684	269.53	0.8152026443274015	-0.42816710798264024	
row351	195.1386	24.93	0.01800182884935676	4.295508107624763	
row352	195.1386	26.52	0.0005224100171943558	9.254867249947024	
row353	134.9492	153.9	0.6947675155470886	0.6909982353693028	
row354	185.0272	31.28	0.29731801528119484	-1.6543702444659019	C8H10O3S
row355	195.9263	364.2	0.7895956456302166	-0.4815031774143529	
row356	195.9312	364.2	0.9429535844336507	0.1559544424312899	
row357	196.0103	212.67	0.0010634658985919398	8.018534852862242	
row358	196.0222	220.03	0.10855087116755498	-2.601250977667902	
row359	185.031	490.96	0.5251686857938428	-1.0280305749107195	
row360	159.9915	201.61	0.03426889769742817	-3.6808245283382215	
row361	196.0613	212.15	0.4927752017797239	-1.0915772855218049	C9H11NO4
row362	196.0723	252.66	7.91022164078423e-05	13.698417608516882	
row363	196.8108	135.45	0.9561876123740862	0.11149083831005342	
row364	196.8108	150.32	0.8699777171398645	0.31824692702483753	
row365	160.0145	389.54	0.1334215200075106	-2.4053674114463486	
row366	160.0145	391.25	0.5364785454495389	-1.002108079493982	
row367	196.8765	134.53	0.8354241709891118	-0.3859991774519947	
row368	196.8765	151.01	0.00696544892386082	-5.296024269182508	
row369	196.8848	363.94	0.42216032780511936	1.2496811745391865	
row370	196.8865	135.19	0.9960268008768585	-0.006840863063674689	
row371	196.8865	150.45	0.3963401731282506	-1.3180434355977768	
row372	135.0442	35.87	0.10977323232276162	2.590065708638298	
row373	160.0397	37.18	0.0038451407337558806	-6.074540210009848	
row374	135.0593	90.02	0.6317074960437637	-0.8166728663656652	
row375	135.0593	93.3	0.9458996577704493	0.14486474431771776	
row376	135.0806	24.53	0.345105004219026	1.4850821204506122	
row377	135.0806	28.09	0.34659035112474473	1.4764448037543936	
row378	160.0608	191.71	0.00570532784934915	-5.512662936605923	C6H11NO4
row379	135.9015	134.53	0.7473848973543037	-0.5821243892235058	
row380	135.9015	151.27	0.6930835383366093	-0.6941147982966737	
row381	196.9227	364.2	0.8405563353761143	-0.3757486185817455	
row382	196.9305	364.2	0.8211615898887892	-0.4153980480677513	
row383	185.0926	285.41	0.030196999282404605	-3.7985632035473325	
row384	160.9923	201.75	0.24008077660213156	-1.8612676832127064	
row385	197.0216	230.04	0.6754554517196097	-0.7289479890558702	
row386	186.0182	135.85	0.13119869348881502	-2.4218398915089865	C5H13NS2
row387	136.0478	35.74	0.010966899573844651	4.783413862425327	
row388	186.0555	156.29	0.23363869277306357	1.8841792987566994	
row389	197.0619	221.47	0.00028341096371110945	10.554375185441122	C7H13NO4
row390	136.966	70.98	0.35665355595780746	1.4387694758122593	
row391	161.056	325.2	0.0058979452389735865	-5.473556616569359	
row392	161.0641	191.84	0.04747889147658471	-3.3758033104689695	C6H11NO4
row393	161.8415	149.4	0.727709955014569	0.6208921990694745	
row394	137.0235	31.67	0.1927409688510884	2.0713593195154103	
row395	161.875	39.02	0.8266078725469794	0.40344279776248726	
row396	186.0767	150.88	0.5651185204663147	0.9418206134953848	
row397	186.0767	191.84	0.11464615160053775	-2.5512648634029613	C6H10O4
row398	186.8729	134.53	0.6979370137435393	0.6855274934945367	
row399	197.1543	28.09	0.07154045908577181	2.984412660415417	
row400	197.7563	135.85	0.7766629997505501	0.516665943411318	
row401	186.883	151.79	0.9561876123740862	-0.11076402416805806	
row402	137.9857	163.67	0.0043858570018592575	-5.889404802535464	
row403	197.8591	135.45	0.6397678998398522	0.7985274395595597	
row404	197.8591	150.06	0.778993620971105	0.5115715684472351	
row405	186.991	132.69	0.1808925421103045	2.131942544631069	
row406	186.991	489.65	0.20504202401294153	2.017210448900303	
row407	187.0009	201.48	0.004642191092405142	-5.791266958564625	C5H10O5
row408	162.0765	209.92	0.024933480694000087	3.9762852275544467	C6H13NO4
row409	198.0015	29.01	0.18332072997112978	2.1128129239410702	
row410	198.0062	212.54	0.0012394611960587145	7.760111158393087	
row411	187.0218	222.65	0.7899056164116665	-0.47896091575328004	
row412	187.0218	227.41	0.2709336974534775	-1.7353827183810633	
row413	198.0178	60.55	0.001421232130382151	7.538362778948188	
row414	198.0629	221.6	0.004651508958281906	5.783452999055161	
row415	198.0743	209.92	0.12265711534196062	2.4848283883554103	C7H15NO4
row416	198.0743	213.2	0.0012394611960587145	7.741049255176642	
row417	198.0743	215.43	0.0005224100171943558	9.256120301486026	
row418	198.0743	220.55	0.021219524192506646	4.130011037947236	
row419	198.8079	135.58	0.9729235153021275	0.05811017729559107	
row420	198.8079	150.19	0.6814364692702564	0.7151300391407632	
row421	198.8736	134.8	0.8699777171398645	-0.3182534043509968	
row422	198.8736	149.01	0.7964331530103098	0.46550806117907045	
row423	198.8736	151.01	0.10471694218620242	-2.6362596998872077	
row424	198.8836	135.06	0.9919020761104582	-0.013825564521394601	
row425	198.8836	150.32	0.40293076732580796	-1.3007216849920562	
row426	187.097	192.23	0.7742773058334871	-0.5216408997828517	C9H16O4
row427	163.0393	34.95	0.0028090986073016407	-6.550278189624019	
row428	163.0393	204.77	0.6743029175363155	0.7319881466873529	
row429	198.9184	363.94	0.8371280384739458	-0.38292801357492035	
row430	198.927	363.94	0.9382173097711385	-0.16928566211962262	
row431	187.1334	34.82	0.0016496701549309645	7.309295924479569	
row432	187.8841	135.19	0.818785130900682	-0.41927677414747455	
row433	187.8841	150.32	0.9820827834371544	0.03845746762460282	
row434	198.9938	209.79	0.00045824589559212414	9.579388683708132	
row435	163.0504	91.46	0.004254142611170969	-5.9290249351124436	
row436	163.0504	93.3	0.005885342954913131	-5.478152613381899	
row437	163.0504	94.88	0.10779894389645076	-2.609840505656858	
